play_id,play_title,section,act,scene,scene_index_in_play,unit_index_in_play,type,speaker_original,speaker_normalized,original_text,vader_score,dl_score,dl2_score
julius-caesar,Julius Caesar,main,1,2,2,30,speech,CAESAR,CAESAR,"Forget not in your speed, Antonius,
To touch Calphurnia, for our elders say
The barren, touchèd in this holy chase,
Shake off their sterile curse.",-0.5719,0.99348,-0.54699
julius-caesar,Julius Caesar,main,1,2,2,31,speech,ANTONY,ANTONY,"I shall remember.
When Caesar says, “do this,” it is performed.",0.0,0.99077,0.07226
julius-caesar,Julius Caesar,main,1,2,2,32,speech,CAESAR,CAESAR,"Set on, and leave no ceremony out.",-0.0516,0.99534,-0.06592
julius-caesar,Julius Caesar,main,1,2,2,33,stage_direction,,,Music plays.,0.25,0.99533,0.16464
julius-caesar,Julius Caesar,main,1,2,2,34,speech,SOOTHSAYER,SOOTHSAYER,Caesar!,0.0,0.96437,0.73807
julius-caesar,Julius Caesar,main,1,2,2,35,speech,CAESAR,CAESAR,Ha! Who calls?,0.0,-0.99156,0.02741
julius-caesar,Julius Caesar,main,1,2,2,36,speech,CASCA,CASCA,Bid every noise be still. Peace yet again.,0.0,-0.99418,0.58782
julius-caesar,Julius Caesar,main,1,2,2,37,stage_direction,,,The music stops.,-0.1531,-0.99854,-0.01368
julius-caesar,Julius Caesar,main,1,2,2,38,speech,CAESAR,CAESAR,"Who is it in the press that calls on me?
I hear a tongue, shriller than all the music,
Cry “Caesar!” —Speak. Caesar is turned to hear.",0.0,-0.98451,0.39657
julius-caesar,Julius Caesar,main,1,2,2,39,speech,SOOTHSAYER,SOOTHSAYER,Beware the ides of March.,0.0,-0.99487,0.00488
julius-caesar,Julius Caesar,main,1,2,2,40,speech,CAESAR,CAESAR,What man is that?,0.0,-0.9969,-0.04317
julius-caesar,Julius Caesar,main,1,2,2,41,speech,BRUTUS,BRUTUS,A soothsayer bids you beware the ides of March.,0.0,-0.99644,0.02364
julius-caesar,Julius Caesar,main,1,2,2,42,speech,CAESAR,CAESAR,Set him before me. Let me see his face.,0.0,-0.94018,0.47125
julius-caesar,Julius Caesar,main,1,2,2,43,speech,CASSIUS,CASSIUS,"Fellow, come from the throng. Look upon Caesar.",0.0,0.98247,0.03265
julius-caesar,Julius Caesar,main,1,2,2,44,speech,CAESAR,CAESAR,What sayst thou to me now? Speak once again.,0.0,-0.99783,-0.01442
julius-caesar,Julius Caesar,main,1,2,2,45,speech,SOOTHSAYER,SOOTHSAYER,Beware the ides of March.,0.0,-0.99487,0.00488
julius-caesar,Julius Caesar,main,1,2,2,46,speech,CAESAR,CAESAR,He is a dreamer. Let us leave him. Pass!,-0.4389,0.97593,0.4711
julius-caesar,Julius Caesar,main,1,2,2,47,stage_direction,,,"Trumpets play. Everyone exits, except BRUTUS and CASSIUS.",0.34,-0.99598,0.02622
julius-caesar,Julius Caesar,main,1,2,2,48,speech,CASSIUS,CASSIUS,Will you go see the order of the course?,0.0,0.99004,-0.00324
julius-caesar,Julius Caesar,main,1,2,2,49,speech,BRUTUS,BRUTUS,Not I.,0.0,-0.99751,-0.50498
julius-caesar,Julius Caesar,main,1,2,2,50,speech,CASSIUS,CASSIUS,"I pray you, do.",0.3182,0.99775,0.23662
julius-caesar,Julius Caesar,main,1,2,2,51,speech,BRUTUS,BRUTUS,"I am not gamesome. I do lack some part
Of that quick spirit that is in Antony.
Let me not hinder, Cassius, your desires.
I’ll leave you.",-0.6218,0.96382,-0.45584
julius-caesar,Julius Caesar,main,1,2,2,52,speech,CASSIUS,CASSIUS,"Brutus, I do observe you now of late
I have not from your eyes that gentleness
And show of love as I was wont to have.
You bear too stubborn and too strange a hand
Over your friend that loves you.",0.8078,-0.99657,-0.51872
julius-caesar,Julius Caesar,main,1,2,2,53,speech,BRUTUS,BRUTUS,"Cassius,
Be not deceived. If I have veiled my look,
I turn the trouble of my countenance
Merely upon myself. Vexèd I am
Of late with passions of some difference,
Conceptions only proper to myself,
Which give some soil perhaps to my behaviors.
But let not therefore, my good friends, be grieved—
Among which number, Cassius, be you one—
Nor construe any further my neglect
Than that poor Brutus, with himself at war,
Forgets the shows of love to other men.",0.6486,0.98438,-0.56812
julius-caesar,Julius Caesar,main,1,2,2,54,speech,CASSIUS,CASSIUS,"Then, Brutus, I have much mistook your passion,
By means whereof this breast of mine hath buried
Thoughts of great value, worthy cogitations.
Tell me, good Brutus, can you see your face?",0.3818,0.83304,0.47085
julius-caesar,Julius Caesar,main,1,2,2,55,speech,BRUTUS,BRUTUS,"No, Cassius, for the eye sees not itself
But by reflection, by some other things.",0.0,-0.99759,-0.08883
julius-caesar,Julius Caesar,main,1,2,2,56,speech,CASSIUS,CASSIUS,"'Tis just.
And it is very much lamented, Brutus,
That you have no such mirrors as will turn
Your hidden worthiness into your eye
That you might see your shadow . I have heard
Where many of the best respect in Rome,
Except immortal Caesar, speaking of Brutus
And groaning underneath this age’s yoke,
Have wished that noble Brutus had his eyes.",0.6474,-0.99225,-0.46033
julius-caesar,Julius Caesar,main,1,2,2,57,speech,BRUTUS,BRUTUS,"Into what dangers would you lead me, Cassius,
That you would have me seek into myself
For that which is not in me?",-0.4404,-0.99874,-0.4834
julius-caesar,Julius Caesar,main,1,2,2,58,speech,CASSIUS,CASSIUS,"Therefore, good Brutus, be prepared to hear.
And since you know you cannot see yourself
So well as by reflection, I, your glass,
Will modestly discover to yourself
That of yourself which you yet know not of.
And be not jealous on me, gentle Brutus.
Were I a common laugher, or did use
To stale with ordinary oaths my love
To every new protester, if you know
That I do fawn on men and hug them hard
And, after, scandal them, or if you know
That I profess myself in banqueting
To all the rout, then hold me dangerous.",0.9405,0.99357,-0.19868
julius-caesar,Julius Caesar,main,1,2,2,59,stage_direction,,,"Trumpets play, and then a shout sounds.",0.34,-0.96698,0.00791
julius-caesar,Julius Caesar,main,1,2,2,60,speech,BRUTUS,BRUTUS,"What means this shouting? I do fear, the people
Choose Caesar for their king.",-0.4939,-0.99704,-0.59257
julius-caesar,Julius Caesar,main,1,2,2,61,speech,CASSIUS,CASSIUS,"Ay, do you fear it?
Then must I think you would not have it so.",-0.4877,-0.99626,-0.48967
julius-caesar,Julius Caesar,main,1,2,2,62,speech,BRUTUS,BRUTUS,"I would not, Cassius. Yet I love him well.
But wherefore do you hold me here so long?
What is it that you would impart to me?
If it be aught toward the general good,
Set honor in one eye and death i' th' other,
And I will look on both indifferently,
For let the gods so speed me as I love
The name of honor more than I fear death.",0.9262,-0.98537,-0.48274
julius-caesar,Julius Caesar,main,1,2,2,63,speech,CASSIUS,CASSIUS,"I know that virtue to be in you, Brutus,
As well as I do know your outward favor.
Well, honor is the subject of my story.
I cannot tell what you and other men
Think of this life, but, for my single self,
I had as lief not be as live to be
In awe of such a thing as I myself.
I was born free as Caesar. So were you.
We both have fed as well, and we can both
Endure the winter’s cold as well as he.
For once upon a raw and gusty day,
The troubled Tiber chafing with her shores,
Caesar said to me, “Darest thou, Cassius, now
Leap in with me into this angry flood
And swim to yonder point?” Upon the word,
Accoutred as I was, I plungèd in
And bade him follow. So indeed he did.
The torrent roared, and we did buffet it
With lusty sinews, throwing it aside
And stemming it with hearts of controversy.
But ere we could arrive the point proposed,
Caesar cried, “Help me, Cassius, or I sink!”
I, as Aeneas, our great ancestor,
Did from the flames of Troy upon his shoulder
The old Anchises bear, so from the waves of Tiber
Did I the tired Caesar. And this man
Is now become a god, and Cassius is
A wretched creature and must bend his body
If Caesar carelessly but nod on him.
He had a fever when he was in Spain,
And when the fit was on him, I did mark
How he did shake. 'Tis true, this god did shake!
His coward lips did from their color fly,
And that same eye whose bend doth awe the world
Did lose his luster. I did hear him groan,
Ay, and that tongue of his that bade the Romans
Mark him and write his speeches in their books—
“Alas,” it cried, “give me some drink, Titinius,”
As a sick girl. Ye gods, it doth amaze me
A man of such a feeble temper should
So get the start of the majestic world
And bear the palm alone.",-0.2484,0.87743,0.75807
julius-caesar,Julius Caesar,main,1,2,2,64,stage_direction,,,A shout offstage. Trumpets play.,0.34,0.94861,-0.02652
julius-caesar,Julius Caesar,main,1,2,2,65,speech,BRUTUS,BRUTUS,"Another general shout!
I do believe that these applauses are
For some new honors that are heaped on Caesar.",0.7745,0.98912,0.10493
julius-caesar,Julius Caesar,main,1,2,2,66,speech,CASSIUS,CASSIUS,"Why, man, he doth bestride the narrow world
Like a Colossus, and we petty men
Walk under his huge legs and peep about
To find ourselves dishonorable graves.
Men at some time are masters of their fates.
The fault, dear Brutus, is not in our stars
But in ourselves, that we are underlings.
Brutus and Caesar—what should be in that “Caesar?”
Why should that name be sounded more than yours?
Write them together, yours is as fair a name.
Sound them, it doth become the mouth as well.
Weigh them, it is as heavy. Conjure with 'em,
“Brutus” will start a spirit as soon as “Caesar.”
Now in the names of all the gods at once,
Upon what meat doth this our Caesar feed
That he is grown so great? Age, thou art shamed!
Rome, thou hast lost the breed of noble bloods!
When went there by an age, since the great flood,
But it was famed with more than with one man?
When could they say till now, that talked of Rome,
That her wide walks encompassed but one man?
Now is it Rome indeed, and room enough,
When there is in it but one only man.
Oh, you and I have heard our fathers say,
There was a Brutus once that would have brooked
Th' eternal devil to keep his state in Rome
As easily as a king.",0.9813,0.93672,0.28315
julius-caesar,Julius Caesar,main,1,2,2,67,speech,BRUTUS,BRUTUS,"That you do love me, I am nothing jealous.
What you would work me to, I have some aim.
How I have thought of this and of these times
I shall recount hereafter. For this present,
I would not, so with love I might entreat you,
Be any further moved. What you have said
I will consider, what you have to say
I will with patience hear, and find a time
Both meet to hear and answer such high things.
Till then, my noble friend, chew upon this:
Brutus had rather be a villager
Than to repute himself a son of Rome
Under these hard conditions as this time
Is like to lay upon us.",0.912,0.97586,-0.01304
julius-caesar,Julius Caesar,main,1,2,2,68,speech,CASSIUS,CASSIUS,"I am glad that my weak words
Have struck but thus much show of fire from Brutus.",0.0258,0.99509,-0.11028
julius-caesar,Julius Caesar,main,1,2,2,69,stage_direction,,,"CAESAR enters with his followers, including CASCA.",0.0,0.98655,0.18848
julius-caesar,Julius Caesar,main,1,2,2,70,speech,BRUTUS,BRUTUS,The games are done and Caesar is returning.,0.0,0.99294,0.38168
julius-caesar,Julius Caesar,main,1,2,2,71,speech,CASSIUS,CASSIUS,"As they pass by, pluck Casca by the sleeve,
And he will, after his sour fashion, tell you
What hath proceeded worthy note today.",0.2023,-0.99888,0.14214
julius-caesar,Julius Caesar,main,1,2,2,72,speech,BRUTUS,BRUTUS,"I will do so. But, look you, Cassius,
The angry spot doth glow on Caesar’s brow,
And all the rest look like a chidden train.
Calphurnia’s cheek is pale, and Cicero
Looks with such ferret and such fiery eyes
As we have seen him in the Capitol
Being crossed in conference by some senators.",-0.8847,-0.99537,-0.51934
julius-caesar,Julius Caesar,main,1,2,2,73,speech,CASSIUS,CASSIUS,Casca will tell us what the matter is.,0.0,-0.99645,0.01745
julius-caesar,Julius Caesar,main,1,2,2,74,speech,CAESAR,CAESAR,Antonio.,0.0,0.97804,0.08728
julius-caesar,Julius Caesar,main,1,2,2,75,speech,ANTONY,ANTONY,Caesar.,0.0,0.97547,0.1504
julius-caesar,Julius Caesar,main,1,2,2,76,speech,CAESAR,CAESAR,"[aside to ANTONY] Let me have men about me that are
fat,
Sleek-headed men and such as sleep a-nights.
Yond Cassius has a lean and hungry look.
He thinks too much. Such men are dangerous.",-0.0772,0.98783,-0.67128
julius-caesar,Julius Caesar,main,1,2,2,77,speech,ANTONY,ANTONY,"[aside to CAESAR] Fear him not, Caesar. He’s not
dangerous.
He is a noble Roman and well given.",0.8424,0.99652,0.7045
julius-caesar,Julius Caesar,main,1,2,2,78,speech,CAESAR,CAESAR,"[aside to ANTONY] Would he were fatter! But I fear him
not.
Yet if my name were liable to fear,
I do not know the man I should avoid
So soon as that spare Cassius. He reads much.
He is a great observer, and he looks
Quite through the deeds of men. He loves no plays,
As thou dost, Antony . He hears no music.
Seldom he smiles, and smiles in such a sort
As if he mocked himself and scorned his spirit
That could be moved to smile at anything.
Such men as he be never at heart’s ease
Whiles they behold a greater than themselves,
And therefore are they very dangerous.
I rather tell thee what is to be feared
Than what I fear, for always I am Caesar.
Come on my right hand, for this ear is deaf,
And tell me truly what thou think’st of him.",0.919,0.97337,-0.58328
julius-caesar,Julius Caesar,main,1,2,2,79,stage_direction,,,Trumpets play. CAESAR exits with all his followers except CASCA.,0.34,-0.99516,0.00384
julius-caesar,Julius Caesar,main,1,2,2,80,speech,CASCA,CASCA,"[to BRUTUS]
You pulled me by the cloak. Would you speak with me?",0.0772,-0.99146,0.01738
julius-caesar,Julius Caesar,main,1,2,2,81,speech,BRUTUS,BRUTUS,"Ay, Casca. Tell us what hath chanced today
That Caesar looks so sad.",-0.2302,-0.97874,-0.54323
julius-caesar,Julius Caesar,main,1,2,2,82,speech,CASCA,CASCA,"Why, you were with him, were you not?",0.2732,-0.99871,-0.14986
julius-caesar,Julius Caesar,main,1,2,2,83,speech,BRUTUS,BRUTUS,I should not then ask Casca what had chanced.,0.0,-0.99874,-0.05226
julius-caesar,Julius Caesar,main,1,2,2,84,speech,CASCA,CASCA,"Why, there was a crown offered him; and, being offered
him, he put it by with the back of his hand, thus; and
then the people fell a-shouting.",0.7783,-0.99724,-0.47058
julius-caesar,Julius Caesar,main,1,2,2,85,speech,BRUTUS,BRUTUS,What was the second noise for?,0.0,-0.9811,-0.06553
julius-caesar,Julius Caesar,main,1,2,2,86,speech,CASCA,CASCA,"Why, for that too.",0.0,-0.98673,-0.29946
julius-caesar,Julius Caesar,main,1,2,2,87,speech,CASSIUS,CASSIUS,They shouted thrice. What was the last cry for?,-0.4767,-0.59012,-0.49365
julius-caesar,Julius Caesar,main,1,2,2,88,speech,CASCA,CASCA,"Why, for that too.",0.0,-0.99294,-0.30031
julius-caesar,Julius Caesar,main,1,2,2,89,speech,BRUTUS,BRUTUS,Was the crown offered him thrice?,0.0,-0.99733,-0.0396
julius-caesar,Julius Caesar,main,1,2,2,90,speech,CASCA,CASCA,"Ay, marry, was ’t, and he put it by thrice, every time
gentler than other, and at every putting-by mine honest
neighbors shouted.",0.9407,0.99713,-0.07643
julius-caesar,Julius Caesar,main,1,2,2,91,speech,CASSIUS,CASSIUS,Who offered him the crown?,0.0,-0.97807,-0.05361
julius-caesar,Julius Caesar,main,1,2,2,92,speech,CASCA,CASCA,"Why, Antony.",0.0,0.98115,0.07413
julius-caesar,Julius Caesar,main,1,2,2,93,speech,BRUTUS,BRUTUS,"Tell us the manner of it, gentle Casca.",0.6705,0.99493,0.25192
julius-caesar,Julius Caesar,main,1,2,2,94,speech,CASCA,CASCA,"I can as well be hanged as tell the manner of it. It
was mere foolery. I did not mark it. I saw Mark Antony
offer him a crown (yet ’twas not a crown neither, ’twas
one of these coronets) and, as I told you, he put it by
once—but, for all that, to my thinking, he would fain
have had it . Then he offered it to him again, then he
put it by again—but, to my thinking, he was very loath
to lay his fingers off it. And then he offered it the
third time. He put it the third time by. And still, as
he refused it, the rabblement hooted and clapped their
chopp'd hands and threw up their sweaty night-caps and
uttered such a deal of stinking breath because Caesar
refused the crown that it had almost choked Caesar—for
he swooned and fell down at it. And for mine own part, I
durst not laugh for fear of opening my lips and
receiving the bad air.",-0.9395,-0.99853,-0.8758
julius-caesar,Julius Caesar,main,1,2,2,95,speech,CASSIUS,CASSIUS,"But soft, I pray you. What, did Caesar swoon?",0.0258,-0.9976,-0.02655
julius-caesar,Julius Caesar,main,1,2,2,96,speech,CASCA,CASCA,"He fell down in the marketplace, and foamed at mouth,
and was speechless.",0.0,-0.9965,-0.52178
julius-caesar,Julius Caesar,main,1,2,2,97,speech,BRUTUS,BRUTUS,'Tis very like. He hath the falling sickness.,-0.1531,-0.97598,-0.6982
julius-caesar,Julius Caesar,main,1,2,2,98,speech,CASSIUS,CASSIUS,"No, Caesar hath it not. But you and I
And honest Casca, we have the falling sickness.",0.5499,-0.97783,-0.76589
julius-caesar,Julius Caesar,main,1,2,2,99,speech,CASCA,CASCA,"I know not what you mean by that, but I am sure Caesar
fell down. If the tag-rag people did not clap him and
hiss him according as he pleased and displeased them, as
they use to do the players in the theatre, I am no true
man.",-0.3612,-0.99296,-0.35674
julius-caesar,Julius Caesar,main,1,2,2,100,speech,BRUTUS,BRUTUS,What said he when he came unto himself?,0.0,-0.99572,-0.02292
julius-caesar,Julius Caesar,main,1,2,2,101,speech,CASCA,CASCA,"Marry, before he fell down, when he perceived the
common herd was glad he refused the crown, he plucked me
ope his doublet and offered them his throat to cut. An
I had been a man of any occupation, if I would not have
taken him at a word, I would I might go to hell among
the rogues. And so he fell. When he came to himself
again, he said, if he had done or said anything amiss,
he desired their worships to think it was his infirmity.
Three or four wenches where I stood cried, “Alas, good
soul!” and forgave him with all their hearts. But
there’s no heed to be taken of them. If Caesar had
stabbed their mothers they would have done no less.",-0.6367,-0.98883,-0.49236
julius-caesar,Julius Caesar,main,1,2,2,102,speech,BRUTUS,BRUTUS,And after that he came thus sad away?,-0.188,-0.9978,-0.48538
julius-caesar,Julius Caesar,main,1,2,2,103,speech,CASCA,CASCA,Ay.,0.4019,0.99638,0.28617
julius-caesar,Julius Caesar,main,1,2,2,104,speech,CASSIUS,CASSIUS,Did Cicero say anything?,0.0,-0.99602,-0.0314
julius-caesar,Julius Caesar,main,1,2,2,105,speech,CASCA,CASCA,"Ay, he spoke Greek.",0.4019,-0.9848,0.11075
julius-caesar,Julius Caesar,main,1,2,2,106,speech,CASSIUS,CASSIUS,To what effect?,0.0,-0.99315,-0.01568
julius-caesar,Julius Caesar,main,1,2,2,107,speech,CASCA,CASCA,"Nay, an I tell you that, I’ll ne'er look you i' th'
face again. But those that understood him smiled at one
another and shook their heads. But, for mine own part,
it was Greek to me. I could tell you more news too.
Murellus and Flavius, for pulling scarfs off Caesar’s
images, are put to silence. Fare you well. There was
more foolery yet, if I could remember it.",-0.611,-0.99507,-0.64622
julius-caesar,Julius Caesar,main,1,2,2,108,speech,CASSIUS,CASSIUS,"Will you sup with me tonight, Casca?",0.0,0.99724,0.02898
julius-caesar,Julius Caesar,main,1,2,2,109,speech,CASCA,CASCA,"No, I am promised forth.",0.3818,-0.98457,-0.42721
julius-caesar,Julius Caesar,main,1,2,2,110,speech,CASSIUS,CASSIUS,Will you dine with me tomorrow?,0.0,0.99728,0.05604
julius-caesar,Julius Caesar,main,1,2,2,111,speech,CASCA,CASCA,"Ay, if I be alive and your mind hold and your dinner
worth the eating.",0.7351,0.98386,0.53167
julius-caesar,Julius Caesar,main,1,2,2,112,speech,CASSIUS,CASSIUS,Good. I will expect you.,0.4404,0.99611,0.50337
julius-caesar,Julius Caesar,main,1,2,2,113,speech,CASCA,CASCA,Do so. Farewell both.,0.0,0.99731,0.40073
julius-caesar,Julius Caesar,main,1,2,2,114,stage_direction,,,CASCA exits.,0.0,-0.99654,-0.00142
julius-caesar,Julius Caesar,main,1,2,2,115,speech,BRUTUS,BRUTUS,"What a blunt fellow is this grown to be!
He was quick mettle when he went to school.",-0.4574,-0.99899,-0.06507
julius-caesar,Julius Caesar,main,1,2,2,116,speech,CASSIUS,CASSIUS,"So is he now in execution
Of any bold or noble enterprise,
However he puts on this tardy form.
This rudeness is a sauce to his good wit,
Which gives men stomach to digest his words
With better appetite.",0.5106,0.99557,-0.29425
julius-caesar,Julius Caesar,main,1,2,2,117,speech,BRUTUS,BRUTUS,"And so it is. For this time I will leave you.
Tomorrow, if you please to speak with me,
I will come home to you. Or, if you will,
Come home to me, and I will wait for you.",0.3818,-0.86183,0.09407
julius-caesar,Julius Caesar,main,1,2,2,118,speech,CASSIUS,CASSIUS,"I will do so. Till then, think of the world.",0.6369,0.99523,0.0452
julius-caesar,Julius Caesar,main,1,2,2,119,stage_direction,,,BRUTUS exits.,0.0,-0.99611,0.00899
julius-caesar,Julius Caesar,main,1,2,2,120,speech,CASSIUS,CASSIUS,"Well, Brutus, thou art noble. Yet I see
Thy honorable mettle may be wrought
From that it is disposed. Therefore it is meet
That noble minds keep ever with their likes,
For who so firm that cannot be seduced?
Caesar doth bear me hard, but he loves Brutus.
If I were Brutus now and he were Cassius,
He should not humor me. I will this night,
In several hands, in at his windows throw,
As if they came from several citizens,
Writings all tending to the great opinion
That Rome holds of his name, wherein obscurely
Caesar’s ambition shall be glancèd at.
And after this let Caesar seat him sure,
For we will shake him, or worse days endure.",0.9177,-0.86343,-0.046
julius-caesar,Julius Caesar,main,1,2,2,121,stage_direction,,,CASSIUS exits.,0.0,-0.99137,0.00167
julius-caesar,Julius Caesar,main,1,3,3,122,stage_direction,,,Thunder and lightning. CASCA and CICERO enter.,0.0,0.99573,0.60074
julius-caesar,Julius Caesar,main,1,3,3,123,speech,CICERO,CICERO,"Good even, Casca. Brought you Caesar home?
Why are you breathless? And why stare you so?",0.7131,-0.98968,-0.00131
julius-caesar,Julius Caesar,main,1,3,3,124,speech,CASCA,CASCA,"Are not you moved when all the sway of earth
Shakes like a thing unfirm? O Cicero,
I have seen tempests when the scolding winds
Have rived the knotty oaks, and I have seen
Th' ambitious ocean swell and rage and foam
To be exalted with the threatening clouds,
But never till tonight, never till now,
Did I go through a tempest dropping fire.
Either there is a civil strife in heaven,
Or else the world, too saucy with the gods,
Incenses them to send destruction.",-0.9209,0.98699,-0.63941
julius-caesar,Julius Caesar,main,1,3,3,125,speech,CICERO,CICERO,"Why, saw you anything more wonderful?",0.3612,-0.9969,-0.07191
